Call ID,External ID,Status,Duration (s),Language,Created At
3a48e05c-4f09-4657-a164-5255539256fb,audio3,UPLOADED,0.0,en,2026-09-26 20:52:12
09a41927-1fbc-4a07-9d39-ad18e912d7c2,audio2,UPLOADED,0.0,en,2026-09-26 20:52:12
83935614-e3ad-43f4-bf51-b74927f85a26,audio1,UPLOADED,0.0,en,2026-09-26 20:52:12
