Call ID,External ID,Status,Duration (s),Language,Created At
6c065aa6-01e6-45fc-9197-8c799a20b95e,audio3,UPLOADED,0.0,en,2026-09-26 21:01:27
70c2e4a0-9a26-4a40-9cf5-0128df6c7547,audio2,UPLOADED,0.0,en,2026-09-26 21:01:27
88d58042-6764-42f7-83f1-2a25ed3d4842,audio1,UPLOADED,0.0,en,2026-09-26 21:01:27
