Call ID,External ID,Status,Duration (s),Language,Created At
d391aa9d-6705-4e6e-9662-78aadfca5993,audio3,UPLOADED,0.0,en,2026-09-26 20:53:12
17c6f1a6-8d5a-41ea-8452-e9ee7867c715,audio2,UPLOADED,0.0,en,2026-09-26 20:53:12
607600b3-65a1-475e-b683-5515312e9dda,audio1,UPLOADED,0.0,en,2026-09-26 20:53:12
